t,x,y,z,displ_x,displ_y,displ_z
0.0,1.0,0.875,0.1,0.0,0.0,0.0
0.0,1.0,0.8333333333333334,0.1,0.0,0.0,0.0
0.0,1.0,0.7916666666666667,0.1,0.0,0.0,0.0
0.0,1.0,0.75,0.1,0.0,0.0,0.0
0.0,1.0,0.7083333333333334,0.1,0.0,0.0,0.0
0.0,1.0,0.6666666666666667,0.1,0.0,0.0,0.0
0.0,1.0,0.625,0.1,0.0,0.0,0.0
0.0,1.0,0.5833333333333334,0.1,0.0,0.0,0.0
0.0,1.0,0.5416666666666667,0.1,0.0,0.0,0.0
0.0,1.0,0.5,0.1,0.0,0.0,0.0
0.0,1.0,0.45833333333333337,0.1,0.0,0.0,0.0
0.0,1.0,0.41666666666666674,0.1,0.0,0.0,0.0
0.0,1.0,0.375,0.1,0.0,0.0,0.0
0.0,1.0,0.33333333333333337,0.1,0.0,0.0,0.0
0.0,1.0,0.29166666666666674,0.1,0.0,0.0,0.0
0.0,1.0,0.25,0.1,0.0,0.0,0.0
0.0,1.0,0.20833333333333337,0.1,0.0,0.0,0.0
0.0,1.0,0.16666666666666674,0.1,0.0,0.0,0.0
0.0,1.0,0.125,0.1,0.0,0.0,0.0
0.0,1.0,0.08333333333333337,0.1,0.0,0.0,0.0
0.0,1.0,0.04166666666666674,0.1,0.0,0.0,0.0
0.0,0.041666666666666664,1.0,0.1,0.0,0.0,0.0
0.0,0.08333333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.125,1.0,0.1,0.0,0.0,0.0
0.0,0.16666666666666666,1.0,0.1,0.0,0.0,0.0
0.0,0.20833333333333331,1.0,0.1,0.0,0.0,0.0
0.0,0.25,1.0,0.1,0.0,0.0,0.0
0.0,0.29166666666666663,1.0,0.1,0.0,0.0,0.0
0.0,0.3333333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.375,1.0,0.1,0.0,0.0,0.0
0.0,0.41666666666666663,1.0,0.1,0.0,0.0,0.0
0.0,0.4583333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.5,1.0,0.1,0.0,0.0,0.0
0.0,0.5416666666666666,1.0,0.1,0.0,0.0,0.0
0.0,0.5833333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.625,1.0,0.1,0.0,0.0,0.0
0.0,0.6666666666666666,1.0,0.1,0.0,0.0,0.0
0.0,0.7083333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.75,1.0,0.1,0.0,0.0,0.0
0.0,0.7916666666666666,1.0,0.1,0.0,0.0,0.0
0.0,0.8333333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.875,1.0,0.1,0.0,0.0,0.0
0.0,0.9166666666666666,1.0,0.1,0.0,0.0,0.0
0.0,0.9583333333333333,1.0,0.1,0.0,0.0,0.0
0.0,0.11513388471718015,0.2657771066737464,0.1,0.0,0.0,0.0
0.0,0.11623981643487845,0.3174633628146149,0.1,0.0,0.0,0.0
0.0,0.1238910939715478,0.36323257037074985,0.1,0.0,0.0,0.0
0.0,0.14236923232951848,0.41705389778260055,0.1,0.0,0.0,0.0
0.0,0.18876934361230666,0.4490897852009137,0.1,0.0,0.0,0.0
0.0,0.2288267375662741,0.4696658125785988,0.1,0.0,0.0,0.0
0.0,0.2705432955664527,0.4829782311271988,0.1,0.0,0.0,0.0
0.0,0.3162303463969095,0.48979941536300414,0.1,0.0,0.0,0.0
0.0,0.37865254981873275,0.4919491708430557,0.1,0.0,0.0,0.0
0.0,0.43923204124978565,0.45414007454009836,0.1,0.0,0.0,0.0
0.0,0.4586957334537613,0.4087034667087241,0.1,0.0,0.0,0.0
0.0,0.47586182098873886,0.36821864446544866,0.1,0.0,0.0,0.0
0.0,0.4857554149779862,0.32558294685880385,0.1,0.0,0.0,0.0
0.0,0.4858859456232606,0.2808579197284979,0.1,0.0,0.0,0.0
0.0,0.4767257400196591,0.2353591812145644,0.1,0.0,0.0,0.0
0.0,0.4569303589528013,0.17960671506216525,0.1,0.0,0.0,0.0
0.0,0.41275185722270585,0.1466985845333472,0.1,0.0,0.0,0.0
0.0,0.3731268368655413,0.12099563846135812,0.1,0.0,0.0,0.0
0.0,0.3301019892963858,0.10832121472415762,0.1,0.0,0.0,0.0
0.0,0.28661749159284855,0.10556752474911396,0.1,0.0,0.0,0.0
0.0,0.24185719476800627,0.11019324324455317,0.1,0.0,0.0,0.0
0.0,0.18885591321514927,0.12824626624287672,0.1,0.0,0.0,0.0
0.0,0.15469015392210306,0.1815694876795799,0.1,0.0,0.0,0.0
0.0,0.1350470533432758,0.22174598999614856,0.1,0.0,0.0,0.0
0.0,0.04194219997692957,0.9583677210395917,0.1,0.0,0.0,0.0
0.0,0.042303408922922565,0.9167082534503386,0.1,0.0,0.0,0.0
0.0,0.04270901053826362,0.8750660849525073,0.1,0.0,0.0,0.0
0.0,0.04322150455914642,0.8334616733173167,0.1,0.0,0.0,0.0
0.0,0.043641242796868505,0.7919137923338676,0.1,0.0,0.0,0.0
0.0,0.04380146464804021,0.7503878963334406,0.1,0.0,0.0,0.0
0.0,0.04365366991116855,0.7089396579467041,0.1,0.0,0.0,0.0
0.0,0.04386701941986716,0.6675108963526599,0.1,0.0,0.0,0.0
0.0,0.044186653051016975,0.6260592440919756,0.1,0.0,0.0,0.0
0.0,0.044079443300753134,0.5845764025730932,0.1,0.0,0.0,0.0
0.0,0.04349445719300665,0.5430513562278678,0.1,0.0,0.0,0.0
0.0,0.04395066002187382,0.5011874543555124,0.1,0.0,0.0,0.0
0.0,0.04495029333843415,0.4587415751786337,0.1,0.0,0.0,0.0
0.0,0.04492204914996231,0.4156393794028102,0.1,0.0,0.0,0.0
0.0,0.042607218609515565,0.3723467938248485,0.1,0.0,0.0,0.0
0.0,0.04044388968177752,0.329102568623842,0.1,0.0,0.0,0.0
0.0,0.039028199315832096,0.28603623812860485,0.1,0.0,0.0,0.0
0.0,0.03660832887901388,0.24515753296412374,0.1,0.0,0.0,0.0
0.0,0.03741543061956749,0.2044183587829141,0.1,0.0,0.0,0.0
0.0,0.03980976969474865,0.1620437054760464,0.1,0.0,0.0,0.0
0.0,0.04241707425193532,0.11622060301212457,0.1,0.0,0.0,0.0
0.0,0.037302476715090564,0.07776612295702956,0.1,0.0,0.0,0.0
0.0,0.038708755387590305,0.0395918073696129,0.1,0.0,0.0,0.0
0.0,0.9585727711296106,0.04167691377031473,0.1,0.0,0.0,0.0
0.0,0.9587809931176324,0.08332846113188831,0.1,0.0,0.0,0.0
0.0,0.9589002279618584,0.1250131774818107,0.1,0.0,0.0,0.0
0.0,0.958772669318221,0.1667415000828105,0.1,0.0,0.0,0.0
0.0,0.9581838719901967,0.20860370687240498,0.1,0.0,0.0,0.0
0.0,0.9568413544835073,0.2505915987233551,0.1,0.0,0.0,0.0
0.0,0.9551528800748181,0.29278039541815337,0.1,0.0,0.0,0.0
0.0,0.9555147887241232,0.33499458627469325,0.1,0.0,0.0,0.0
0.0,0.9574147584450493,0.3763673230900182,0.1,0.0,0.0,0.0
0.0,0.9593243875833425,0.41679590367250063,0.1,0.0,0.0,0.0
0.0,0.9581058315658636,0.45693169826151564,0.1,0.0,0.0,0.0
0.0,0.9571527296009527,0.5004854746389558,0.1,0.0,0.0,0.0
0.0,0.9649912379957102,0.5789507546935087,0.1,0.0,0.0,0.0
0.0,0.9512875540056196,0.6552084513571673,0.1,0.0,0.0,0.0
0.0,0.9499822237702426,0.6963880624403288,0.1,0.0,0.0,0.0
0.0,0.9467109519028503,0.882197706588032,0.1,0.0,0.0,0.0
0.0,0.9555938642620129,0.9229274651845013,0.1,0.0,0.0,0.0
0.0,0.9588847989656473,0.9612999009942413,0.1,0.0,0.0,0.0
0.0,0.07585344775949789,0.04074622264241535,0.1,0.0,0.0,0.0
0.0,0.11293498895774699,0.049257623425475544,0.1,0.0,0.0,0.0
0.0,0.15551887810628745,0.055110573673468145,0.1,0.0,0.0,0.0
0.0,0.20041892701092529,0.05794371640982005,0.1,0.0,0.0,0.0
0.0,0.4264664988617563,0.04715996303570554,0.1,0.0,0.0,0.0
0.0,0.46457727560395956,0.04359051409126219,0.1,0.0,0.0,0.0
0.0,0.5037355333842422,0.04419164964835822,0.1,0.0,0.0,0.0
0.0,0.544378444249361,0.044641867742385245,0.1,0.0,0.0,0.0
0.0,0.5855701850731878,0.04477463935083211,0.1,0.0,0.0,0.0
0.0,0.6270348424403349,0.04494250630326555,0.1,0.0,0.0,0.0
0.0,0.6685874910043759,0.04496724671463781,0.1,0.0,0.0,0.0
0.0,0.7101581074231769,0.04394908070460237,0.1,0.0,0.0,0.0
0.0,0.7516336913359405,0.04264116898774355,0.1,0.0,0.0,0.0
0.0,0.7930527035011651,0.04179214822920725,0.1,0.0,0.0,0.0
0.0,0.8344272842449492,0.041485169987821376,0.1,0.0,0.0,0.0
0.0,0.8757898205364085,0.04151310769993625,0.1,0.0,0.0,0.0
0.0,0.9171712598508994,0.041601254766905335,0.1,0.0,0.0,0.0
0.0,0.9191182457261586,0.9648500459991728,0.1,0.0,0.0,0.0
0.0,0.8836225615692427,0.9655196833517659,0.1,0.0,0.0,0.0
0.0,0.8474066170567758,0.9554083735464691,0.1,0.0,0.0,0.0
0.0,0.8013479253586839,0.9360674869994856,0.1,0.0,0.0,0.0
0.0,0.74790601926005,0.9462246026338753,0.1,0.0,0.0,0.0
0.0,0.56339128754895,0.9521078021108511,0.1,0.0,0.0,0.0
0.0,0.5288803232475587,0.9626682968701946,0.1,0.0,0.0,0.0
0.0,0.4945411690591734,0.962620634790888,0.1,0.0,0.0,0.0
0.0,0.45659911933397296,0.9591161618346655,0.1,0.0,0.0,0.0
0.0,0.4155646182726418,0.9564442069133224,0.1,0.0,0.0,0.0
0.0,0.3738088042039372,0.9567610952123404,0.1,0.0,0.0,0.0
0.0,0.33281242602192734,0.9582368049729156,0.1,0.0,0.0,0.0
0.0,0.2916265650313121,0.9594941430119299,0.1,0.0,0.0,0.0
0.0,0.2503888742884529,0.9595182695496807,0.1,0.0,0.0,0.0
0.0,0.2090002029410144,0.9590822680738738,0.1,0.0,0.0,0.0
0.0,0.1674512874825577,0.9587142785169197,0.1,0.0,0.0,0.0
0.0,0.1257183706035972,0.9585071349968458,0.1,0.0,0.0,0.0
0.0,0.083863011297932,0.9584096541311448,0.1,0.0,0.0,0.0
0.0,0.45847147998806703,0.6691145677172279,0.1,0.0,0.0,0.0
0.0,0.4533713296590568,0.7174532988717771,0.1,0.0,0.0,0.0
0.0,0.45193322562357,0.7801407742506349,0.1,0.0,0.0,0.0
0.0,0.49173911859398584,0.8288826606478554,0.1,0.0,0.0,0.0
0.0,0.5265708113895495,0.8628154419384577,0.1,0.0,0.0,0.0
0.0,0.5607721730077874,0.891960795633581,0.1,0.0,0.0,0.0
0.0,0.603563663845061,0.932395849663888,0.1,0.0,0.0,0.0
0.0,0.6564903160606689,0.9448165563588591,0.1,0.0,0.0,0.0
0.0,0.7022015085123101,0.9479537370740377,0.1,0.0,0.0,0.0
0.0,0.07977246468318139,0.3240522287642772,0.1,0.0,0.0,0.0
0.0,0.08402857616883128,0.3685360016302815,0.1,0.0,0.0,0.0
0.0,0.09027537286474921,0.41491122477387554,0.1,0.0,0.0,0.0
0.0,0.17882182765783616,0.4866618031978479,0.1,0.0,0.0,0.0
0.0,0.21942169091904534,0.5051390849591864,0.1,0.0,0.0,0.0
0.0,0.26175804246554174,0.5197639639248459,0.1,0.0,0.0,0.0
0.0,0.30733778363198405,0.531195348950365,0.1,0.0,0.0,0.0
0.0,0.3568589030818935,0.5433552922195717,0.1,0.0,0.0,0.0
0.0,0.5007237342569464,0.41557683983516663,0.1,0.0,0.0,0.0
0.0,0.517271553113005,0.3750986897576783,0.1,0.0,0.0,0.0
0.0,0.5257650442664509,0.27732608303150524,0.1,0.0,0.0,0.0
0.0,0.5169422695258468,0.23005566750631848,0.1,0.0,0.0,0.0
0.0,0.5067917782245339,0.1814452485546396,0.1,0.0,0.0,0.0
0.0,0.4242586699706286,0.10559094445959975,0.1,0.0,0.0,0.0
0.0,0.38626788064328677,0.06801206521143212,0.1,0.0,0.0,0.0
0.0,0.3350565351934561,0.05760095948400703,0.1,0.0,0.0,0.0
0.0,0.2898532060517069,0.0549542089473866,0.1,0.0,0.0,0.0
0.0,0.24561991329413724,0.05543651570380732,0.1,0.0,0.0,0.0
0.0,0.5292214875845249,0.327088904127872,0.1,0.0,0.0,0.0
0.0,0.4019218312752265,0.564803137403141,0.1,0.0,0.0,0.0
0.0,0.4634097194314933,0.12334854873946287,0.1,0.0,0.0,0.0
0.0,0.5055636711412084,0.1313047635916697,0.1,0.0,0.0,0.0
0.0,0.483998814002748,0.44710582122564685,0.1,0.0,0.0,0.0
0.0,0.8420436722632457,0.8962118486743118,0.1,0.0,0.0,0.0
0.0,0.878818041065215,0.8667280153024935,0.1,0.0,0.0,0.0
0.0,0.9264660000515437,0.8336533624775719,0.1,0.0,0.0,0.0
0.0,0.9406370965890487,0.782905974758283,0.1,0.0,0.0,0.0
0.0,0.9470860332644283,0.7387507240416752,0.1,0.0,0.0,0.0
0.0,0.9175284363582699,0.9315315902431992,0.1,0.0,0.0,0.0
0.0,0.8904830630434559,0.939509444513663,0.1,0.0,0.0,0.0
0.0,0.8702981912028553,0.9214770599460241,0.1,0.0,0.0,0.0
0.0,0.9028261884968263,0.8999468019700869,0.1,0.0,0.0,0.0
0.0,0.8409612647277017,0.5086175162699157,0.1,0.0,0.0,0.0
0.0,0.8032203954620124,0.4842663471973107,0.1,0.0,0.0,0.0
0.0,0.7607495608161529,0.4635993992333428,0.1,0.0,0.0,0.0
0.0,0.705953183106913,0.4439525102386639,0.1,0.0,0.0,0.0
0.0,0.6516825341969522,0.4597651606314189,0.1,0.0,0.0,0.0
0.0,0.5950115329086985,0.46376033373427095,0.1,0.0,0.0,0.0
0.0,0.5507630583766351,0.5003134839666861,0.1,0.0,0.0,0.0
0.0,0.5136678168083227,0.5333029226906552,0.1,0.0,0.0,0.0
0.0,0.47498798753690025,0.5733294990451817,0.1,0.0,0.0,0.0
0.0,0.46702360498165335,0.623822347906891,0.1,0.0,0.0,0.0
0.0,0.9176216790160944,0.08318232021673701,0.1,0.0,0.0,0.0
0.0,0.9179151348487374,0.12474107638407948,0.1,0.0,0.0,0.0
0.0,0.9177677905003864,0.16644394290681339,0.1,0.0,0.0,0.0
0.0,0.9166501553008649,0.20833720915541534,0.1,0.0,0.0,0.0
0.0,0.913935880233478,0.2507192786784169,0.1,0.0,0.0,0.0
0.0,0.9107650922786755,0.2933082152141338,0.1,0.0,0.0,0.0
0.0,0.909285425787591,0.33766639398933973,0.1,0.0,0.0,0.0
0.0,0.9166427015153139,0.3793276655431345,0.1,0.0,0.0,0.0
0.0,0.9215974370171641,0.4153567702489677,0.1,0.0,0.0,0.0
0.0,0.9164942263287928,0.45286500648210454,0.1,0.0,0.0,0.0
0.0,0.9078075040400677,0.503185081424909,0.1,0.0,0.0,0.0
0.0,0.8749649454803354,0.5378174101021774,0.1,0.0,0.0,0.0
0.0,0.5387560419704126,0.9177647788808061,0.1,0.0,0.0,0.0
0.0,0.4944707276045204,0.9280851010216666,0.1,0.0,0.0,0.0
0.0,0.45847858786914186,0.9172617608027297,0.1,0.0,0.0,0.0
0.0,0.41525968093090765,0.9094153838003955,0.1,0.0,0.0,0.0
0.0,0.3708443148588792,0.9131023428118971,0.1,0.0,0.0,0.0
0.0,0.33099970771837917,0.9178401992651397,0.1,0.0,0.0,0.0
0.0,0.29148254898669596,0.9197684442726423,0.1,0.0,0.0,0.0
0.0,0.25097272531067044,0.9193005146291837,0.1,0.0,0.0,0.0
0.0,0.20998042373199416,0.9182012537861597,0.1,0.0,0.0,0.0
0.0,0.16847691244994953,0.9174405780994354,0.1,0.0,0.0,0.0
0.0,0.12661236240124032,0.9170219583240851,0.1,0.0,0.0,0.0
0.0,0.08454063795920129,0.9168228029207914,0.1,0.0,0.0,0.0
0.0,0.06857033662467117,0.07299602259883936,0.1,0.0,0.0,0.0
0.0,0.8624581288017317,0.474263688685675,0.1,0.0,0.0,0.0
0.0,0.8243724282543169,0.4487875722098939,0.1,0.0,0.0,0.0
0.0,0.7856160145031551,0.42416346297156493,0.1,0.0,0.0,0.0
0.0,0.7421149702705044,0.39871282883461406,0.1,0.0,0.0,0.0
0.0,0.6434540713144905,0.42374473137849006,0.1,0.0,0.0,0.0
0.0,0.6078912708268722,0.41061151995646944,0.1,0.0,0.0,0.0
0.0,0.5130646518859723,0.47071046060399596,0.1,0.0,0.0,0.0
0.0,0.4144425700475987,0.6605813415356858,0.1,0.0,0.0,0.0
0.0,0.4050329030139082,0.7059617351086527,0.1,0.0,0.0,0.0
0.0,0.39232711943217413,0.7547007525466437,0.1,0.0,0.0,0.0
0.0,0.4688015206327924,0.873149442209447,0.1,0.0,0.0,0.0
0.0,0.5076246407872717,0.8957925794705799,0.1,0.0,0.0,0.0
0.0,0.5207023642741639,0.9361727255908892,0.1,0.0,0.0,0.0
0.0,0.36893738069217896,0.8006037748228978,0.1,0.0,0.0,0.0
0.0,0.6719597594726912,0.3995527440593748,0.1,0.0,0.0,0.0
0.0,0.7034370781184198,0.3664560070579238,0.1,0.0,0.0,0.0
0.0,0.43967703408264697,0.07846658050984281,0.1,0.0,0.0,0.0
0.0,0.4688357311658445,0.08272364741547605,0.1,0.0,0.0,0.0
0.0,0.5062073881869044,0.08657028042377807,0.1,0.0,0.0,0.0
0.0,0.5462627552216048,0.08894972301537218,0.1,0.0,0.0,0.0
0.0,0.5873993513111286,0.08935262101976775,0.1,0.0,0.0,0.0
0.0,0.6288742088921402,0.08987593595933252,0.1,0.0,0.0,0.0
0.0,0.6705240012254945,0.08966127092488778,0.1,0.0,0.0,0.0
0.0,0.7121266839325823,0.08781081123171966,0.1,0.0,0.0,0.0
0.0,0.753457197297314,0.08493851968982914,0.1,0.0,0.0,0.0
0.0,0.7945688703966648,0.08327273446324249,0.1,0.0,0.0,0.0
0.0,0.8355673673701334,0.08279945155236944,0.1,0.0,0.0,0.0
0.0,0.8765540102854026,0.08292922057342723,0.1,0.0,0.0,0.0
0.0,0.08535894761657373,0.8752098983214758,0.1,0.0,0.0,0.0
0.0,0.0864151121421358,0.8336663758073317,0.1,0.0,0.0,0.0
0.0,0.08741019284455426,0.7921880015675983,0.1,0.0,0.0,0.0
0.0,0.08764883174476552,0.750824540904223,0.1,0.0,0.0,0.0
0.0,0.0872055819835388,0.7096812877552203,0.1,0.0,0.0,0.0
0.0,0.08773339140840677,0.6685854193813152,0.1,0.0,0.0,0.0
0.0,0.08858677222955243,0.6273264408408614,0.1,0.0,0.0,0.0
0.0,0.08777046087999046,0.5860770483350245,0.1,0.0,0.0,0.0
0.0,0.08639086462996817,0.545185277420494,0.1,0.0,0.0,0.0
0.0,0.08768381293047973,0.5038182520482147,0.1,0.0,0.0,0.0
0.0,0.12786081707989125,0.875509641196099,0.1,0.0,0.0,0.0
0.0,0.1296210493016751,0.8339515735793218,0.1,0.0,0.0,0.0
0.0,0.13143877067192827,0.7923995204343367,0.1,0.0,0.0,0.0
0.0,0.131308546799188,0.7511134716969082,0.1,0.0,0.0,0.0
0.0,0.13021380855999645,0.7106688056370405,0.1,0.0,0.0,0.0
0.0,0.13142096697084477,0.6701660366481265,0.1,0.0,0.0,0.0
0.0,0.13285274596252028,0.6290843419054141,0.1,0.0,0.0,0.0
0.0,0.13228096349141735,0.5870710918009137,0.1,0.0,0.0,0.0
0.0,0.12706799243016476,0.5489727286829892,0.1,0.0,0.0,0.0
0.0,0.13033467785696815,0.5113405648265372,0.1,0.0,0.0,0.0
0.0,0.13560358702367392,0.4692327328346023,0.1,0.0,0.0,0.0
0.0,0.08973065022212275,0.46153294971179987,0.1,0.0,0.0,0.0
0.0,0.5425424964498042,0.43428844346542855,0.1,0.0,0.0,0.0
0.0,0.5632673604427078,0.38829471899296,0.1,0.0,0.0,0.0
0.0,0.16983899927929855,0.5226643735530939,0.1,0.0,0.0,0.0
0.0,0.2052070040526547,0.5425252890913446,0.1,0.0,0.0,0.0
0.0,0.249680545132058,0.5589908200458404,0.1,0.0,0.0,0.0
0.0,0.29469852697349597,0.5730817460988477,0.1,0.0,0.0,0.0
0.0,0.34062001008533455,0.5876188744362361,0.1,0.0,0.0,0.0
0.0,0.38467822894948,0.6041454362492897,0.1,0.0,0.0,0.0
0.0,0.4249728087900674,0.6187324973501532,0.1,0.0,0.0,0.0
0.0,0.4338933894162537,0.584868692216591,0.1,0.0,0.0,0.0
