times,disps,forces
0.0,0.0,0.0
0.09090909090909091,0.09090909090909095,0.012961997847531409
0.18181818181818182,0.1818181818181819,0.024461285298271372
0.2727272727272727,0.27272727272727265,0.03467760252394235
0.36363636363636365,0.3636363636363638,0.04385935429834204
0.4545454545454546,0.4545454545454547,0.05221920348574
0.5454545454545454,0.5454545454545456,0.059922124483519815
0.6363636363636364,0.6363636363636364,0.0670918786521514
0.7272727272727273,0.7272727272727276,0.07382109690214284
0.8181818181818182,0.818181818181818,0.08018079932445621
0.9090909090909092,0.9090909090909094,0.08622585370441871
1.0,1.0,0.0919987049159765
