times,disps,forces
0.0,0.0,0.0
0.09090909090909091,0.09090909090909095,0.022605789793851673
0.18181818181818182,0.1818181818181819,0.03947490650324488
0.2727272727272727,0.27272727272727265,0.05225270159108371
0.36363636363636365,0.3636363636363638,0.06226326116268442
0.4545454545454546,0.4545454545454547,0.07043557325102609
0.5454545454545454,0.5454545454545456,0.07738954110354708
0.6363636363636364,0.6363636363636364,0.08352906975259315
0.7272727272727273,0.7272727272727276,0.08911584215326708
0.8181818181818182,0.818181818181818,0.09431867697442234
0.9090909090909092,0.9090909090909094,0.09924791298067291
1.0,1.0,0.10397390245967524
1.0909090909090908,1.0,0.10090471247756783
1.1818181818181817,1.0,0.09862620655867475
1.2727272727272727,1.0,0.09693433369858935
1.3636363636363635,1.0,0.09567721868550211
1.4545454545454546,1.0,0.0947430195209092
1.5454545454545454,1.0,0.09404852999748947
1.6363636363636362,1.0,0.0935315540310408
1.7272727272727273,1.0,0.09314667275524344
1.8181818181818181,1.0,0.09285967507857966
1.9090909090909092,1.0,0.09264557366783202
2.0,1.0,0.09248570454400146
