x,y,t,u_x,u_y
0.0,0.050000000000000044,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.050000000000000044,0.0,0.0,0.0,0.0
0.9,1.0,0.0,0.0,0.0
0.930473072538005,0.9558711121961467,0.0,0.0,0.0
0.95,1.0,0.0,0.0,0.0
0.825,0.9566987297548473,0.0,0.0,0.0
0.8773316333301067,0.9541908255454128,0.0,0.0,0.0
0.85,1.0,0.0,0.0,0.0
0.7249999999999999,0.956698729754847,0.0,0.0,0.0
0.7749999999999999,0.956698729754847,0.0,0.0,0.0
0.75,1.0,0.0,0.0,0.0
0.625,0.956698729754847,0.0,0.0,0.0
0.6749999999999998,0.9566987297548473,0.0,0.0,0.0
0.6499999999999999,1.0,0.0,0.0,0.0
0.5249999999999999,0.956698729754847,0.0,0.0,0.0
0.575,0.9566987297548473,0.0,0.0,0.0
0.55,1.0,0.0,0.0,0.0
0.47499999999999987,0.956698729754847,0.0,0.0,0.0
0.5,1.0,0.0,0.0,0.0
0.37499999999999967,0.9566987297548473,0.0,0.0,0.0
0.4249999999999998,0.956698729754847,0.0,0.0,0.0
0.3999999999999999,1.0,0.0,0.0,0.0
0.2749999999999999,0.956698729754847,0.0,0.0,0.0
0.32500000000000007,0.9566987297548473,0.0,0.0,0.0
0.30000000000000004,1.0,0.0,0.0,0.0
0.22499999999999998,0.9566987297548473,0.0,0.0,0.0
0.25,1.0,0.0,0.0,0.0
0.17500000000000004,0.9566987297548473,0.0,0.0,0.0
0.20000000000000007,1.0,0.0,0.0,0.0
0.12285253011356656,0.9541910269316232,0.0,0.0,0.0
0.15000000000000013,1.0,0.0,0.0,0.0
0.069499097377691,0.9558772582676822,0.0,0.0,0.0
0.10000000000000031,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.95,0.0,0.0,0.0
0.050000000000000044,1.0,0.0,0.0,0.0
0.35,1.0,0.0,0.0,0.0
0.44999999999999996,1.0,0.0,0.0,0.0
0.0,0.9,0.0,0.0,0.0
0.0422257640597804,0.9234997169604957,0.0,0.0,0.0
0.6,1.0,0.0,0.0,0.0
0.7,1.0,0.0,0.0,0.0
0.8,1.0,0.0,0.0,0.0
0.04330127024515262,0.7749999999999999,0.0,0.0,0.0
0.04330127024515251,0.825,0.0,0.0,0.0
0.0,0.8,0.0,0.0,0.0
1.0,0.95,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0
0.04330127024515251,0.6749999999999998,0.0,0.0,0.0
0.04330127024515262,0.7249999999999999,0.0,0.0,0.0
0.0,0.7,0.0,0.0,0.0
0.04330127024515262,0.625,0.0,0.0,0.0
0.0,0.6499999999999999,0.0,0.0,0.0
0.04330127024515251,0.575,0.0,0.0,0.0
0.0,0.6,0.0,0.0,0.0
0.04330127024515262,0.5249999999999999,0.0,0.0,0.0
0.0,0.55,0.0,0.0,0.0
0.0,0.35,0.0,0.0,0.0
0.04330127024515251,0.37499999999999967,0.0,0.0,0.0
0.0,0.3999999999999999,0.0,0.0,0.0
0.04330127024515251,0.32500000000000007,0.0,0.0,0.0
0.04330127024515262,0.2749999999999999,0.0,0.0,0.0
0.0,0.30000000000000004,0.0,0.0,0.0
0.04330127024515251,0.22499999999999998,0.0,0.0,0.0
0.0,0.25,0.0,0.0,0.0
0.04330127024515262,0.17500000000000004,0.0,0.0,0.0
0.0,0.20000000000000007,0.0,0.0,0.0
0.045497701914354205,0.12353845450827183,0.0,0.0,0.0
0.0,0.15000000000000013,0.0,0.0,0.0
0.04346735457787987,0.07578922915596042,0.0,0.0,0.0
0.0,0.10000000000000031,0.0,0.0,0.0
0.06981528416437877,0.04295436125169105,0.0,0.0,0.0
0.04330127024515262,0.4249999999999998,0.0,0.0,0.0
0.0,0.44999999999999996,0.0,0.0,0.0
0.17499999999999993,0.04330127024515251,0.0,0.0,0.0
0.12445923371429646,0.04360820278010413,0.0,0.0,0.0
0.15000000000000002,0.0,0.0,0.0,0.0
0.2749999999999999,0.04330127024515262,0.0,0.0,0.0
0.22499999999999987,0.04330127024515262,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0
0.04330127024515262,0.47499999999999987,0.0,0.0,0.0
0.0,0.5,0.0,0.0,0.0
0.32500000000000007,0.04330127024515251,0.0,0.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.0
0.3749999999999999,0.04330127024515262,0.0,0.0,0.0
0.3500000000000001,0.0,0.0,0.0,0.0
0.5249999999999999,0.04330127024515262,0.0,0.0,0.0
0.47499999999999987,0.04330127024515262,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0
0.6250000000000002,0.04330127024515251,0.0,0.0,0.0
0.575,0.04330127024515262,0.0,0.0,0.0
0.6000000000000001,0.0,0.0,0.0,0.0
0.7249999999999999,0.04330127024515262,0.0,0.0,0.0
0.6749999999999998,0.04330127024515251,0.0,0.0,0.0
0.7,0.0,0.0,0.0,0.0
0.7749999999999999,0.04330127024515251,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0
0.8249999999999997,0.04330127024515251,0.0,0.0,0.0
0.7999999999999999,0.0,0.0,0.0,0.0
0.876461545491728,0.04549770191435443,0.0,0.0,0.0
0.8499999999999999,0.0,0.0,0.0,0.0
0.9242107708440395,0.04346735457787987,0.0,0.0,0.0
0.8999999999999997,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.050000000000000044,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
1.0,0.09999999999999998,0.0,0.0,0.0
0.9570456387483088,0.06981528416437877,0.0,0.0,0.0
0.65,0.0,0.0,0.0,0.0
0.9563917972198956,0.12445923371429635,0.0,0.0,0.0
0.55,0.0,0.0,0.0,0.0
0.956698729754847,0.22499999999999987,0.0,0.0,0.0
0.9566987297548473,0.17499999999999993,0.0,0.0,0.0
1.0,0.19999999999999996,0.0,0.0,0.0
0.956698729754847,0.2749999999999999,0.0,0.0,0.0
1.0,0.25,0.0,0.0,0.0
0.956698729754847,0.575,0.0,0.0,0.0
0.956698729754847,0.5249999999999999,0.0,0.0,0.0
1.0,0.55,0.0,0.0,0.0
0.9566987297548473,0.6250000000000002,0.0,0.0,0.0
0.9133974595096945,0.6000000000000003,0.0,0.0,0.0
0.9566987297548473,0.7749999999999999,0.0,0.0,0.0
0.956698729754847,0.7249999999999999,0.0,0.0,0.0
1.0,0.75,0.0,0.0,0.0
0.956698729754847,0.8749999999999998,0.0,0.0,0.0
0.9566987297548473,0.8249999999999997,0.0,0.0,0.0
1.0,0.8499999999999999,0.0,0.0,0.0
0.9577695697464685,0.9235075171687417,0.0,0.0,0.0
1.0,0.8999999999999997,0.0,0.0,0.0
1.0,0.7999999999999999,0.0,0.0,0.0
0.9094058322898977,0.9049144812724774,0.0,0.0,0.0
0.9566987297548473,0.6749999999999998,0.0,0.0,0.0
1.0,0.65,0.0,0.0,0.0
1.0,0.7,0.0,0.0,0.0
0.8732857788515851,0.8707304866136589,0.0,0.0,0.0
0.8514360067350606,0.9130650463373775,0.0,0.0,0.0
0.7778085177016223,0.8672441377700568,0.0,0.0,0.0
0.8000000000000003,0.9133974595096945,0.0,0.0,0.0
0.75,0.9133974595096943,0.0,0.0,0.0
0.7542622811568971,0.8260520619603837,0.0,0.0,0.0
0.8167085970286592,0.8168495808962373,0.0,0.0,0.0
0.0,0.75,0.0,0.0,0.0
0.0,0.85,0.0,0.0,0.0
0.04330127024515262,0.875,0.0,0.0,0.0
0.09059731587720976,0.9049400706283159,0.0,0.0,0.0
0.12661077889307526,0.8707290180603491,0.0,0.0,0.0
0.14856612046280748,0.9130596006025029,0.0,0.0,0.0
1.0,0.5,0.0,0.0,0.0
0.20000000000000007,0.9133974595096948,0.0,0.0,0.0
1.0,0.6000000000000001,0.0,0.0,0.0
0.08660254049030514,0.8499999999999999,0.0,0.0,0.0
0.34999999999999987,0.913397459509695,0.0,0.0,0.0
0.39999999999999947,0.9133974595096945,0.0,0.0,0.0
0.08660254049030547,0.75,0.0,0.0,0.0
0.4249999999999998,0.04330127024515251,0.0,0.0,0.0
