,displacement,force,times
0,0.0,0.0,0.0
1,0.0009855866096586394,0.04774711782417625,0.0013623978201634877
2,-0.0003724336465893426,0.04102753103082627,0.0027247956403269754
3,0.00039060114431776935,-0.018573754241730557,0.004087193460490463
4,-0.0006903647999934044,-0.11152120355292047,0.005449591280653951
5,-0.0008266209761131921,-0.1783682652318301,0.006811989100817439
6,-0.0005177734010430876,-0.2105075548612942,0.008174386920980926
7,7.72117800806876e-05,-0.1491484100433409,0.009536784741144414
8,0.000585901716476654,-0.05243466380572304,0.010899182561307902
9,0.00029976365567563215,0.03180168904404769,0.012261580381471389
10,0.00030430555852944854,0.030511368162499972,0.013623978201634877
11,0.0005949855221842869,0.01109838082707701,0.014986376021798364
12,-0.00016804926872282503,0.0025768270672220234,0.01634877384196185
13,0.0006812809942857713,-0.09670683210133321,0.01771117166212534
14,-0.00021346806988731184,-0.21379582271020897,0.01907356948228883
15,-0.00033609865113248897,-0.189329913053444,0.020435967302452316
16,0.001171803432953311,-0.1698694804380076,0.021798365122615803
17,-0.0005223156449574159,-0.07141039162585502,0.02316076294277929
18,0.0005450248181659837,0.0027155866298684325,0.024523160762942777
19,-0.0010537147545602158,0.05771849443708346,0.025885558583106268
20,-0.00030884746138326553,0.06943008762693534,0.027247956403269755
21,0.0007584928880532979,-0.01538705267062916,0.02861035422343324
22,-1.362570856144947e-05,-0.0964831955553467,0.02997275204359673
23,-0.00021346806988731184,-0.18490236243799157,0.031335149863760216
24,0.001721370150420398,-0.21000103477392226,0.0326975476839237
25,-0.0008765815664422355,-0.16046756639450016,0.03405994550408719
26,0.0007993697295205489,-0.08333608462199397,0.03542234332425068
27,0.0002861380608010218,0.00027346601093045916,0.03678474114441417
28,-0.00019984247501270128,0.03328679783399415,0.03814713896457766
29,0.0019030451028356763,0.04773042852969853,0.039509536784741145
30,0.0005359411261451897,-0.01717256876115479,0.04087193460490463
31,-0.00010900498637056422,-0.130934190888339,0.04223433242506812
32,-6.358618520607741e-05,-0.19930450831599777,0.043596730245231606
33,0.0009356259624837556,-0.2272079357980019,0.04495912806539509
34,-0.0011173009397675757,-0.18096571549865192,0.04632152588555858
35,-0.0013807294862977957,-0.07333037574616193,0.04768392370572207
36,0.00046327113523147946,0.026894559630880943,0.049046321525885554
37,-0.00025888687105180106,0.04726861190967605,0.05040871934604904
38,0.0004451036375030527,0.04986808873368584,0.051771117166212535
39,0.0007312416983040745,-0.016116374839267113,0.05313351498637602
40,4.9960590331466534e-05,-0.1148042261950007,0.05449591280653951
41,-0.0009537935738975156,-0.22143498962922795,0.055858310626702996
42,-0.00033609865113248897,-0.2362038231487411,0.05722070844686648
43,-0.0008493303766952958,-0.12020941183905381,0.05858310626702997
44,-0.0008584139550279757,-0.07602951150004629,0.05994550408719346
45,0.0006585717073903643,-0.012542004799320602,0.061307901907356945
46,0.00011354688922438048,0.07022974325086837,0.06267029972752043
47,-0.0018621682329459355,0.06361982896408389,0.06403269754768393
48,0.001158177781235281,-0.05892513042775388,0.0653950953678474
49,0.00036334984088170954,-0.13700718672995843,0.0667574931880109
50,0.0008402466846746385,-0.17807000369767892,0.06811989100817438
51,0.0002725123522395723,-0.2019455891669549,0.06948228882833787
52,-0.0006404042096619376,-0.14110750796441854,0.07084468664850135
53,-9.083692020794275e-06,-0.07491609713995212,0.07220708446866485
54,0.0009220003676091427,0.014010901131772195,0.07356948228882834
55,-2.270928689540722e-05,0.07827875155853814,0.07493188010899182
56,0.003297400326118805,0.05102394158545229,0.07629427792915532
57,0.014125226812210184,-0.1475619733940747,0.0776566757493188
58,0.0298855294431624,-0.009084936657695285,0.07901907356948229
59,0.04828011435620246,0.3123534975690264,0.08038147138964577
60,0.06989943642565574,0.4021821945794837,0.08174386920980926
61,0.0934036389708117,0.6059942429151776,0.08310626702997274
62,0.11647634812561351,0.4155281465356022,0.08446866485013624
63,0.13849081290118062,0.09126206898752541,0.08583106267029972
64,0.1623947056259564,0.10387059254625855,0.08719346049046321
65,0.18782918334636584,0.154573384422278,0.0885558583106267
66,0.2120600721582378,-0.045087321121557375,0.08991825613079019
67,0.2365498686458519,0.16986435444042222,0.09128065395095368
68,0.2625203225079544,0.7838267817943012,0.09264305177111716
69,0.28511158882338317,0.7813226723673046,0.09400544959128065
70,0.31097301973659264,0.8482131262118514,0.09536784741144413
71,0.3344227035313451,0.9886618838814252,0.09673024523160763
72,0.3604294789738548,0.6837944885592152,0.09809264305177111
73,0.38412442074786685,0.4566632043065566,0.0994550408719346
74,0.40930458919774415,0.5483789836853573,0.10081743869209808
75,0.43556567391078593,0.6733052669805418,0.10217983651226158
76,0.46013722305815574,0.7539724949972053,0.10354223433242507
77,0.4850766737263251,1.0540033327800324,0.10490463215258855
78,0.5088351782660536,1.228453428505695,0.10626702997275204
79,0.5333249456498371,1.352084860967969,0.10762942779291552
80,0.5566520732145362,1.2831850160684122,0.10899182561307902
81,0.5837352247226588,1.1005032834698045,0.1103542234332425
82,0.6092969443898258,0.9339593833747935,0.11171662125340599
83,0.6326330359343059,0.8793064739146081,0.11307901907356947
84,0.6572863668452543,0.9684518635254886,0.11444141689373297
85,0.6811811355191825,1.079379405032016,0.11580381471389645
86,0.707165209973937,1.352047429264642,0.11716621253405994
87,0.7299336022015268,1.6549700449433153,0.11852861035422343
88,0.7564036524172488,1.6022063636179056,0.11989100817438691
89,0.7801168131891256,1.5764798161819098,0.12125340599455041
90,0.8064505410629869,1.5348080783842752,0.12261580381471389
91,0.8304861722763247,1.3325786520019691,0.12397820163487738
92,0.8555754203598542,1.1529667959131245,0.12534059945504086
93,0.8798699592489367,1.2839639292834961,0.12670299727520434
94,0.905645068201011,1.6013258841250084,0.12806539509536785
95,0.9303119614969556,1.7981489327707982,0.12942779291553133
96,0.9538298355664651,2.051074952148319,0.1307901907356948
97,0.978660234181916,2.1038469781209654,0.13215258855585832
98,1.0033997706386801,1.802238048336109,0.1335149863760218
