,x,y,z,t,u_x,u_y,u_z
3174,5.0,-2.0,-0.166361,0.7197121151539384,-0.561219,-12.9165,0.577236
1238,-11.0,-19.0,-0.409043,0.7197121151539384,0.4495,-21.2923,0.922342
3569,6.5,1.5,-0.18166,0.7197121151539384,-0.0418245,-11.9187,0.413717
362,-1.0,-27.0,0.0847297,0.7197121151539384,0.0128065,-21.7356,0.645295
1087,-2.5,-20.5,-0.262611,0.7197121151539384,-0.125848,-19.6638,0.800707
6061,-7.5,24.0,0.214564,0.7197121151539384,0.172107,-1.96155,-0.287698
1999,5.5,-12.5,-0.141763,0.7197121151539384,-0.876527,-16.8998,0.768465
5163,-8.5,16.0,0.286076,0.7197121151539384,0.590268,-4.02998,-0.237857
6113,-9.5,24.5,0.27667,0.7197121151539384,0.194663,-1.72015,-0.345005
3283,3.5,-1.0,-0.167924,0.7197121151539384,-0.295092,-12.049,0.470754
373,4.5,-27.0,0.339774,0.7197121151539384,-0.0349188,-21.7467,0.605705
1473,-5.5,-17.0,-0.367307,0.7197121151539384,-0.107034,-18.998,0.830451
5875,11.5,22.0,-0.0512889,0.7197121151539384,-0.155946,-1.70445,0.182394
1585,-5.5,-16.0,-0.377494,0.7197121151539384,-0.210613,-18.6988,0.809662
2844,8.0,-5.0,-0.157743,0.7197121151539384,-1.12897,-14.9041,0.784034
5494,-11.0,19.0,0.409723,0.7197121151539384,0.472545,-3.07551,-0.37641
2264,-2.0,-10.0,-0.289602,0.7197121151539384,-0.75717,-15.3476,0.595904
6574,-3.0,28.5,-0.0374772,0.7197121151539384,0.0350234,-0.867172,-0.16301
2851,11.5,-5.0,-0.147012,0.7197121151539384,-1.34335,-15.6908,0.91714
5618,-5.0,20.0,0.175647,0.7197121151539384,0.277393,-3.18575,-0.248906
6370,7.0,26.5,-0.0724237,0.7197121151539384,-0.0665653,-1.15942,-0.01248
5702,9.0,20.5,-0.0718987,0.7197121151539384,-0.143582,-2.36255,0.17811
873,2.5,-22.5,-0.060251,0.7197121151539384,-0.179432,-20.2075,0.774981
2956,8.0,-4.0,-0.163967,0.7197121151539384,-1.09146,-14.6157,0.75973
33,2.5,-30.0,0.675734,0.7197121151539384,0.0545539,-22.6867,0.374872
6673,-9.5,29.5,-0.00471017,0.7197121151539384,0.081331,-0.629892,-0.177252
2721,2.5,-6.0,-0.195301,0.7197121151539384,-0.785956,-13.9902,0.579312
4790,1.0,12.5,-0.00625044,0.7197121151539384,0.453639,-5.9114,0.0366723
1357,-7.5,-18.0,-0.379721,0.7197121151539384,0.0932694,-19.999,0.875214
5308,8.0,17.0,-0.0980026,0.7197121151539384,-0.13339,-3.41882,0.243208
4825,-9.5,13.0,0.288949,0.7197121151539384,0.779249,-4.71777,-0.123205
6267,11.5,25.5,0.0315866,0.7197121151539384,-0.104629,-0.972657,0.039014
5922,7.0,22.5,-0.0663032,0.7197121151539384,-0.0716753,-2.17034,0.0649341
6089,6.5,24.0,-0.0795051,0.7197121151539384,-0.066333,-1.86505,0.031623
4206,-11.0,7.5,0.185297,0.7197121151539384,1.12213,-5.95411,-0.000370298
2780,4.0,-5.5,-0.181537,0.7197121151539384,-0.82504,-14.0661,0.59844
3171,3.5,-2.0,-0.170166,0.7197121151539384,-0.437149,-12.4778,0.498874
5625,-1.5,20.0,0.049641,0.7197121151539384,0.178747,-3.34254,-0.126111
1826,3.0,-14.0,-0.189984,0.7197121151539384,-0.725232,-17.1228,0.736748
5188,4.0,16.0,-0.0487169,0.7197121151539384,0.172165,-4.47925,0.0647458
6364,4.0,26.5,-0.0907674,0.7197121151539384,-0.0488484,-1.35354,-0.0521646
5965,0.5,23.0,-0.0371315,0.7197121151539384,0.0706453,-2.44103,-0.119593
289,-9.5,-27.5,0.05827,0.7197121151539384,0.181316,-22.4952,0.567391
586,-1.0,-25.0,-0.0665932,0.7197121151539384,-0.0311939,-21.1024,0.727148
142,1.0,-29.0,0.429881,0.7197121151539384,0.047495,-22.4016,0.501168
5250,7.0,16.5,-0.0923102,0.7197121151539384,-0.0625715,-3.8291,0.207588
4793,2.5,12.5,-0.037655,0.7197121151539384,0.413304,-5.92118,0.0802703
1503,9.5,-17.0,0.0689419,0.7197121151539384,-0.707555,-18.7828,0.889677
4605,-7.5,11.0,0.186542,0.7197121151539384,0.860148,-5.50387,-0.0598213
5609,-9.5,20.0,0.364232,0.7197121151539384,0.372338,-2.87453,-0.328339
6072,-2.0,24.0,0.0159646,0.7197121151539384,0.10212,-2.14917,-0.183767
308,0.0,-27.5,0.174222,0.7197121151539384,0.0215218,-21.9007,0.624649
3315,-8.5,-0.5,-0.0763109,0.7197121151539384,0.732939,-8.12317,0.248507
6343,-6.5,26.5,0.0883534,0.7197121151539384,0.102107,-1.32846,-0.255873
1700,-4.0,-15.0,-0.355601,0.7197121151539384,-0.398861,-17.9698,0.765303
108,12.0,-29.5,1.04538,0.7197121151539384,-0.0549395,-22.7949,0.448716
253,0.5,-28.0,0.259517,0.7197121151539384,0.0265655,-22.0642,0.57155
4618,-1.0,11.0,0.0268342,0.7197121151539384,0.608564,-6.39096,0.0250582
4373,-11.5,9.0,0.245857,0.7397041183526589,1.11166,-5.8472,-0.0844476
580,-4.0,-25.0,-0.120548,0.7397041183526589,0.0304793,-22.0234,0.745523
5899,-4.5,22.5,0.132206,0.7397041183526589,0.174913,-2.58868,-0.263928
4771,-8.5,12.5,0.240671,0.7397041183526589,0.810009,-5.14526,-0.109828
5114,-5.0,15.5,0.184647,0.7397041183526589,0.51811,-4.66354,-0.172493
5720,-10.0,21.0,0.376129,0.7397041183526589,0.343857,-2.63318,-0.375671
6288,-6.0,26.0,0.0928784,0.7397041183526589,0.11997,-1.5412,-0.258665
1775,5.5,-14.5,-0.116458,0.7397041183526589,-0.775326,-18.184,0.793711
2289,10.5,-10.0,-0.0885092,0.7397041183526589,-1.18395,-17.2323,0.926785
537,2.5,-25.5,0.0978372,0.7397041183526589,-0.0600284,-21.9301,0.718606
1001,10.5,-21.5,0.275434,0.7397041183526589,-0.396865,-21.0539,0.793499
5973,4.5,23.0,-0.079383,0.7397041183526589,-0.015285,-2.40114,-0.0152122
809,-1.5,-23.0,-0.165969,0.7397041183526589,-0.0824656,-21.1419,0.799234
759,1.5,-23.5,-0.0639619,0.7397041183526589,-0.109417,-21.2507,0.781287
4719,-6.5,12.0,0.18579,0.7397041183526589,0.770569,-5.55925,-0.071451
535,1.5,-25.5,0.0565308,0.7397041183526589,-0.0459601,-21.9406,0.716592
1326,5.0,-18.5,-0.0721185,0.7397041183526589,-0.470398,-19.5575,0.806454
294,-7.0,-27.5,0.0563631,0.7397041183526589,0.13956,-23.0067,0.581476
5167,-6.5,16.0,0.226139,0.7397041183526589,0.547009,-4.36858,-0.200902
3673,2.5,2.5,-0.127321,0.7397041183526589,0.298424,-10.648,0.351387
6598,9.0,28.5,0.00476368,0.7397041183526589,-0.0733222,-0.610105,-0.040352
5594,11.0,19.5,-0.089109,0.7397041183526589,-0.236782,-2.31878,0.271328
5776,-10.0,21.5,0.371844,0.7397041183526589,0.290295,-2.48911,-0.38038
1842,11.0,-14.0,0.010292,0.7397041183526589,-0.987294,-18.4618,0.893969
6680,-6.0,29.5,-0.0654885,0.7397041183526589,0.0177779,-0.643563,-0.172117
2605,0.5,-7.0,-0.217604,0.7397041183526589,-0.775269,-14.5766,0.562464
1026,-5.0,-21.0,-0.293924,0.7397041183526589,0.00786379,-20.8948,0.821032
6478,5.0,27.5,-0.0784402,0.7397041183526589,-0.0535868,-1.02723,-0.0556331
886,9.0,-22.5,0.261353,0.7397041183526589,-0.298104,-21.2742,0.782373
6012,-4.0,23.5,0.0909441,0.7397041183526589,0.140454,-2.33483,-0.243627
3721,-1.5,3.0,-0.0777918,0.7397041183526589,0.518015,-9.69685,0.241794
4006,1.0,5.5,-0.0742558,0.7397041183526589,0.614691,-9.02122,0.218834
1649,-1.5,-15.5,-0.290911,0.7397041183526589,-0.482077,-18.2875,0.755273
1210,3.0,-19.5,-0.124584,0.7397041183526589,-0.352209,-19.818,0.807296
2335,5.5,-9.5,-0.161237,0.7397041183526589,-1.01586,-16.3472,0.730184
3344,6.0,-0.5,-0.169658,0.7397041183526589,-0.414193,-12.9861,0.593132
2163,3.5,-11.0,-0.192822,0.7397041183526589,-0.894026,-16.6747,0.72003
798,-7.0,-23.0,-0.238046,0.7397041183526589,0.140617,-21.8024,0.792784
1479,-2.5,-17.0,-0.305189,0.7397041183526589,-0.322645,-19.0136,0.783262
6019,-0.5,23.5,-0.0131361,0.7397041183526589,0.0864836,-2.39215,-0.148559
651,3.5,-24.5,0.0797079,0.7397041183526589,-0.100201,-21.5829,0.731488
868,-7.27596e-11,-22.5,-0.156689,0.7397041183526589,-0.129774,-20.9051,0.789638
3174,5.0,-2.0,-0.166361,0.7397041183526589,-0.571048,-13.3407,0.57767
1238,-11.0,-19.0,-0.409043,0.7397041183526589,0.474023,-21.9907,0.935477
3569,6.5,1.5,-0.18166,0.7397041183526589,-0.0499684,-12.3032,0.411177
362,-1.0,-27.0,0.0847297,0.7397041183526589,0.0164844,-22.4646,0.655642
1087,-2.5,-20.5,-0.262611,0.7397041183526589,-0.123853,-20.3242,0.808401
6061,-7.5,24.0,0.214564,0.7397041183526589,0.175304,-2.03632,-0.29962
1999,5.5,-12.5,-0.141763,0.7397041183526589,-0.887627,-17.459,0.769762
5163,-8.5,16.0,0.286076,0.7397041183526589,0.602426,-4.18345,-0.249332
6113,-9.5,24.5,0.27667,0.7397041183526589,0.199324,-1.78875,-0.358927
3283,3.5,-1.0,-0.167924,0.7397041183526589,-0.299948,-12.4502,0.467963
373,4.5,-27.0,0.339774,0.7397041183526589,-0.0324895,-22.4755,0.614607
1473,-5.5,-17.0,-0.367307,0.7397041183526589,-0.10182,-19.6322,0.838592
5875,11.5,22.0,-0.0512889,0.7397041183526589,-0.1639,-1.77499,0.176651
1585,-5.5,-16.0,-0.377494,0.7397041183526589,-0.206897,-19.323,0.816492
2844,8.0,-5.0,-0.157743,0.7397041183526589,-1.1499,-15.3817,0.787673
5494,-11.0,19.0,0.409723,0.7397041183526589,0.483712,-3.19508,-0.390365
2264,-2.0,-10.0,-0.289602,0.7397041183526589,-0.761973,-15.8671,0.598479
6574,-3.0,28.5,-0.0374772,0.7397041183526589,0.0360113,-0.896486,-0.167636
2851,11.5,-5.0,-0.147012,0.7397041183526589,-1.37218,-16.1845,0.922466
5618,-5.0,20.0,0.175647,0.7397041183526589,0.2832,-3.30284,-0.259166
6370,7.0,26.5,-0.0724237,0.7397041183526589,-0.0682871,-1.20224,-0.0146524
5702,9.0,20.5,-0.0718987,0.7397041183526589,-0.150947,-2.45439,0.176968
873,2.5,-22.5,-0.060251,0.7397041183526589,-0.180028,-20.8858,0.782421
2956,8.0,-4.0,-0.163967,0.7397041183526589,-1.11281,-15.0827,0.761546
33,2.5,-30.0,0.675734,0.7397041183526589,0.0586804,-23.4491,0.382961
6673,-9.5,29.5,-0.00471017,0.7397041183526589,0.0829424,-0.677189,-0.18372
2721,2.5,-6.0,-0.195301,0.7397041183526589,-0.794552,-14.4553,0.57848
4790,1.0,12.5,-0.00625044,0.7397041183526589,0.45929,-6.11478,0.0289924
1357,-7.5,-18.0,-0.379721,0.7397041183526589,0.10486,-20.661,0.886251
5308,8.0,17.0,-0.0980026,0.7397041183526589,-0.142061,-3.5476,0.242912
4825,-9.5,13.0,0.288949,0.7397041183526589,0.793906,-4.90238,-0.128655
6267,11.5,25.5,0.0315866,0.7397041183526589,-0.108639,-1.01383,0.0379769
5922,7.0,22.5,-0.0663032,0.7397041183526589,-0.0749726,-2.25004,0.0612323
6089,6.5,24.0,-0.0795051,0.7397041183526589,-0.0692369,-1.93275,0.0286859
4206,-11.0,7.5,0.185297,0.7397041183526589,1.14618,-6.19202,-0.00664498
2780,4.0,-5.5,-0.181537,0.7397041183526589,-0.83626,-14.5299,0.600045
3171,3.5,-2.0,-0.170166,0.7397041183526589,-0.443484,-12.891,0.497445
5625,-1.5,20.0,0.049641,0.7397041183526589,0.180502,-3.4612,-0.130785
1826,3.0,-14.0,-0.189984,0.7397041183526589,-0.733569,-17.6943,0.73928
5188,4.0,16.0,-0.0487169,0.7397041183526589,0.173085,-4.6348,0.0612785
6364,4.0,26.5,-0.0907674,0.7397041183526589,-0.0499614,-1.40085,-0.0559779
5965,0.5,23.0,-0.0371315,0.7397041183526589,0.0706668,-2.52646,-0.126418
289,-9.5,-27.5,0.05827,0.7397041183526589,0.188968,-23.2471,0.57417
586,-1.0,-25.0,-0.0665932,0.7397041183526589,-0.0280799,-21.8107,0.73776
142,1.0,-29.0,0.429881,0.7397041183526589,0.0517202,-23.1535,0.512096
5250,7.0,16.5,-0.0923102,0.7397041183526589,-0.068481,-3.96851,0.206586
4793,2.5,12.5,-0.037655,0.7397041183526589,0.417729,-6.124,0.0757876
1503,9.5,-17.0,0.0689419,0.7397041183526589,-0.719719,-19.4021,0.896452
4605,-7.5,11.0,0.186542,0.7397041183526589,0.876526,-5.71297,-0.0692181
5609,-9.5,20.0,0.364232,0.7397041183526589,0.381077,-2.98636,-0.340927
6072,-2.0,24.0,0.0159646,0.7397041183526589,0.103528,-2.22428,-0.192799
308,0.0,-27.5,0.174222,0.7397041183526589,0.0257157,-22.6353,0.637273
3315,-8.5,-0.5,-0.0763109,0.7397041183526589,0.755961,-8.43796,0.244757
6343,-6.5,26.5,0.0883534,0.7397041183526589,0.104279,-1.37812,-0.270923
1700,-4.0,-15.0,-0.355601,0.7397041183526589,-0.398586,-18.5727,0.770412
108,12.0,-29.5,1.04538,0.7397041183526589,-0.0534142,-23.5613,0.458822
253,0.5,-28.0,0.259517,0.7397041183526589,0.0305557,-22.805,0.582326
4618,-1.0,11.0,0.0268342,0.7397041183526589,0.617243,-6.61412,0.0190849
4373,-11.5,9.0,0.245857,0.7596961215513794,1.13409,-6.07059,-0.0872455
580,-4.0,-25.0,-0.120548,0.7596961215513794,0.0339157,-22.7353,0.754707
5899,-4.5,22.5,0.132206,0.7596961215513794,0.177575,-2.67813,-0.27085
4771,-8.5,12.5,0.240671,0.7596961215513794,0.824791,-5.33445,-0.114057
5114,-5.0,15.5,0.184647,0.7596961215513794,0.52619,-4.8275,-0.175717
5720,-10.0,21.0,0.376129,0.7596961215513794,0.3515,-2.72837,-0.383356
6288,-6.0,26.0,0.0928784,0.7596961215513794,0.121345,-1.59361,-0.26358
1775,5.5,-14.5,-0.116458,0.7596961215513794,-0.786661,-18.7661,0.796148
2289,10.5,-10.0,-0.0885092,0.7596961215513794,-1.20402,-17.7687,0.929823
537,2.5,-25.5,0.0978372,0.7596961215513794,-0.0589883,-22.6419,0.727888
1001,10.5,-21.5,0.275434,0.7596961215513794,-0.405005,-21.7302,0.798528
5973,4.5,23.0,-0.079383,0.7596961215513794,-0.0181133,-2.48216,-0.0204801
809,-1.5,-23.0,-0.165969,0.7596961215513794,-0.0810044,-21.8274,0.808066
759,1.5,-23.5,-0.0639619,0.7596961215513794,-0.109224,-21.9398,0.788957
4719,-6.5,12.0,0.18579,0.7596961215513794,0.783206,-5.75951,-0.0739149
535,1.5,-25.5,0.0565308,0.7596961215513794,-0.0444687,-22.6532,0.727624
1326,5.0,-18.5,-0.0721185,0.7596961215513794,-0.477164,-20.1875,0.810809
294,-7.0,-27.5,0.0563631,0.7596961215513794,0.144966,-23.7496,0.590938
5167,-6.5,16.0,0.226139,0.7596961215513794,0.555669,-4.52523,-0.202996
3673,2.5,2.5,-0.127321,0.7596961215513794,0.297638,-10.993,0.347939
6598,9.0,28.5,0.00476368,0.7596961215513794,-0.0759319,-0.632185,-0.0445081
5594,11.0,19.5,-0.089109,0.7596961215513794,-0.248281,-2.41178,0.269963
5776,-10.0,21.5,0.371844,0.7596961215513794,0.296634,-2.5789,-0.388737
1842,11.0,-14.0,0.010292,0.7596961215513794,-1.00448,-19.0452,0.899662
6680,-6.0,29.5,-0.0654885,0.7596961215513794,0.0185596,-0.661621,-0.186663
2605,0.5,-7.0,-0.217604,0.7596961215513794,-0.78209,-15.0493,0.562861
1026,-5.0,-21.0,-0.293924,0.7596961215513794,0.0131027,-21.5688,0.830941
6478,5.0,27.5,-0.0784402,0.7596961215513794,-0.0556579,-1.06089,-0.0543445
886,9.0,-22.5,0.261353,0.7596961215513794,-0.303848,-21.9569,0.789201
6012,-4.0,23.5,0.0909441,0.7596961215513794,0.1423,-2.41504,-0.249037
3721,-1.5,3.0,-0.0777918,0.7596961215513794,0.5241,-10.0204,0.241054
4006,1.0,5.5,-0.0742558,0.7596961215513794,0.619262,-9.318,0.216886
1649,-1.5,-15.5,-0.290911,0.7596961215513794,-0.486072,-18.8819,0.76154
1210,3.0,-19.5,-0.124584,0.7596961215513794,-0.356567,-20.4593,0.81229
2335,5.5,-9.5,-0.161237,0.7596961215513794,-1.03125,-16.8661,0.731016
3344,6.0,-0.5,-0.169658,0.7596961215513794,-0.424705,-13.3939,0.592311
2163,3.5,-11.0,-0.192822,0.7596961215513794,-0.90453,-17.2097,0.72122
798,-7.0,-23.0,-0.238046,0.7596961215513794,0.148428,-22.5039,0.800753
1479,-2.5,-17.0,-0.305189,0.7596961215513794,-0.324559,-19.6317,0.788269
6019,-0.5,23.5,-0.0131361,0.7596961215513794,0.0870836,-2.47235,-0.15263
651,3.5,-24.5,0.0797079,0.7596961215513794,-0.100189,-22.2823,0.741088
868,-7.27596e-11,-22.5,-0.156689,0.7596961215513794,-0.129777,-21.5834,0.797388
3174,5.0,-2.0,-0.166361,0.7596961215513794,-0.581355,-13.7632,0.578607
1238,-11.0,-19.0,-0.409043,0.7596961215513794,0.496857,-22.6869,0.944722
3569,6.5,1.5,-0.18166,0.7596961215513794,-0.0594244,-12.6857,0.411256
362,-1.0,-27.0,0.0847297,0.7596961215513794,0.0188351,-23.1929,0.664459
1087,-2.5,-20.5,-0.262611,0.7596961215513794,-0.123,-20.983,0.813247
6061,-7.5,24.0,0.214564,0.7596961215513794,0.178337,-2.10661,-0.308196
1999,5.5,-12.5,-0.141763,0.7596961215513794,-0.899357,-18.016,0.772396
5163,-8.5,16.0,0.286076,0.7596961215513794,0.614889,-4.33546,-0.256575
6113,-9.5,24.5,0.27667,0.7596961215513794,0.203599,-1.8532,-0.368935
3283,3.5,-1.0,-0.167924,0.7596961215513794,-0.305781,-12.8498,0.466875
373,4.5,-27.0,0.339774,0.7596961215513794,-0.0309448,-23.2042,0.623288
1473,-5.5,-17.0,-0.367307,0.7596961215513794,-0.097524,-20.2649,0.845347
5875,11.5,22.0,-0.0512889,0.7596961215513794,-0.171891,-1.84618,0.174332
1585,-5.5,-16.0,-0.377494,0.7596961215513794,-0.204049,-19.945,0.822001
2844,8.0,-5.0,-0.157743,0.7596961215513794,-1.17145,-15.8578,0.79105
5494,-11.0,19.0,0.409723,0.7596961215513794,0.49457,-3.31215,-0.398405
2264,-2.0,-10.0,-0.289602,0.7596961215513794,-0.767166,-16.3848,0.601748
6574,-3.0,28.5,-0.0374772,0.7596961215513794,0.0357974,-0.924612,-0.175638
2851,11.5,-5.0,-0.147012,0.7596961215513794,-1.40097,-16.6752,0.926426
5618,-5.0,20.0,0.175647,0.7596961215513794,0.287238,-3.4181,-0.265429
6370,7.0,26.5,-0.0724237,0.7596961215513794,-0.0713643,-1.24493,-0.0176697
5702,9.0,20.5,-0.0718987,0.7596961215513794,-0.158807,-2.54617,0.174532
873,2.5,-22.5,-0.060251,0.7596961215513794,-0.180937,-21.563,0.789367
2956,8.0,-4.0,-0.163967,0.7596961215513794,-1.13475,-15.5483,0.762292
33,2.5,-30.0,0.675734,0.7596961215513794,0.061012,-24.2099,0.394947
6673,-9.5,29.5,-0.00471017,0.7596961215513794,0.0847777,-0.702617,-0.191312
2721,2.5,-6.0,-0.195301,0.7596961215513794,-0.803728,-14.9187,0.580296
4790,1.0,12.5,-0.00625044,0.7596961215513794,0.463461,-6.31793,0.0237002
1357,-7.5,-18.0,-0.379721,0.7596961215513794,0.115349,-21.321,0.897354
5308,8.0,17.0,-0.0980026,0.7596961215513794,-0.151247,-3.67598,0.242003
4825,-9.5,13.0,0.288949,0.7596961215513794,0.808452,-5.0842,-0.136165
6267,11.5,25.5,0.0315866,0.7596961215513794,-0.11438,-1.0535,0.0317326
5922,7.0,22.5,-0.0663032,0.7596961215513794,-0.0795566,-2.32938,0.0595767
6089,6.5,24.0,-0.0795051,0.7596961215513794,-0.0727989,-2.0004,0.024117
4206,-11.0,7.5,0.185297,0.7596961215513794,1.16913,-6.42907,-0.00883191
2780,4.0,-5.5,-0.181537,0.7596961215513794,-0.847545,-14.9921,0.601556
3171,3.5,-2.0,-0.170166,0.7596961215513794,-0.450144,-13.303,0.497112
5625,-1.5,20.0,0.049641,0.7596961215513794,0.182526,-3.57815,-0.135829
1826,3.0,-14.0,-0.189984,0.7596961215513794,-0.742495,-18.2644,0.740992
5188,4.0,16.0,-0.0487169,0.7596961215513794,0.172215,-4.79019,0.0577954
6364,4.0,26.5,-0.0907674,0.7596961215513794,-0.0526434,-1.44772,-0.0606971
5965,0.5,23.0,-0.0371315,0.7596961215513794,0.0713821,-2.6111,-0.131787
289,-9.5,-27.5,0.05827,0.7596961215513794,0.196291,-23.9974,0.584194
586,-1.0,-25.0,-0.0665932,0.7596961215513794,-0.0256416,-22.5176,0.748212
142,1.0,-29.0,0.429881,0.7596961215513794,0.0547604,-23.9053,0.521633
5250,7.0,16.5,-0.0923102,0.7596961215513794,-0.0750984,-4.10722,0.206486
4793,2.5,12.5,-0.037655,0.7596961215513794,0.42055,-6.32595,0.0734691
1503,9.5,-17.0,0.0689419,0.7596961215513794,-0.731439,-20.0206,0.901043
4605,-7.5,11.0,0.186542,0.7596961215513794,0.892209,-5.92042,-0.0735723
5609,-9.5,20.0,0.364232,0.7596961215513794,0.389213,-3.09462,-0.349845
6072,-2.0,24.0,0.0159646,0.7596961215513794,0.104644,-2.29886,-0.199318
308,0.0,-27.5,0.174222,0.7596961215513794,0.0278534,-23.3697,0.645152
3315,-8.5,-0.5,-0.0763109,0.7596961215513794,0.777068,-8.75227,0.243938
6343,-6.5,26.5,0.0883534,0.7596961215513794,0.105429,-1.42444,-0.279197
1700,-4.0,-15.0,-0.355601,0.7596961215513794,-0.399692,-19.1733,0.775401
108,12.0,-29.5,1.04538,0.7596961215513794,-0.053734,-24.3275,0.467603
253,0.5,-28.0,0.259517,0.7596961215513794,0.0325803,-23.545,0.591266
4618,-1.0,11.0,0.0268342,0.7596961215513794,0.624339,-6.83628,0.0157484
4373,-11.5,9.0,0.245857,0.7796881247501,1.15604,-6.29593,-0.0871684
580,-4.0,-25.0,-0.120548,0.7796881247501,0.0378186,-23.4476,0.767361
5899,-4.5,22.5,0.132206,0.7796881247501,0.180431,-2.76889,-0.273327
4771,-8.5,12.5,0.240671,0.7796881247501,0.839568,-5.52542,-0.115303
5114,-5.0,15.5,0.184647,0.7796881247501,0.534912,-4.9919,-0.176775
5720,-10.0,21.0,0.376129,0.7796881247501,0.358994,-2.82438,-0.38856
6288,-6.0,26.0,0.0928784,0.7796881247501,0.124329,-1.64557,-0.265165
1775,5.5,-14.5,-0.116458,0.7796881247501,-0.797618,-19.3474,0.803575
2289,10.5,-10.0,-0.0885092,0.7796881247501,-1.22394,-18.3036,0.941019
537,2.5,-25.5,0.0978372,0.7796881247501,-0.0578642,-23.3527,0.740388
1001,10.5,-21.5,0.275434,0.7796881247501,-0.413037,-22.4059,0.808632
5973,4.5,23.0,-0.079383,0.7796881247501,-0.020196,-2.56479,-0.0204504
809,-1.5,-23.0,-0.165969,0.7796881247501,-0.079859,-22.5137,0.819326
759,1.5,-23.5,-0.0639619,0.7796881247501,-0.10904,-22.6292,0.8
4719,-6.5,12.0,0.18579,0.7796881247501,0.795466,-5.96081,-0.0738869
535,1.5,-25.5,0.0565308,0.7796881247501,-0.0432608,-23.3655,0.740094
1326,5.0,-18.5,-0.0721185,0.7796881247501,-0.48413,-20.8172,0.819897
294,-7.0,-27.5,0.0563631,0.7796881247501,0.150295,-24.4928,0.603488
5167,-6.5,16.0,0.226139,0.7796881247501,0.56513,-4.68201,-0.204316
3673,2.5,2.5,-0.127321,0.7796881247501,0.29592,-11.3392,0.351415
6598,9.0,28.5,0.00476368,0.7796881247501,-0.0782423,-0.655449,-0.0460908
5594,11.0,19.5,-0.089109,0.7796881247501,-0.260077,-2.50676,0.27206
5776,-10.0,21.5,0.371844,0.7796881247501,0.303023,-2.66975,-0.393552
1842,11.0,-14.0,0.010292,0.7796881247501,-1.02179,-19.6283,0.905313
6680,-6.0,29.5,-0.0654885,0.7796881247501,0.019145,-0.682381,-0.187917
2605,0.5,-7.0,-0.217604,0.7796881247501,-0.788585,-15.5216,0.566307
1026,-5.0,-21.0,-0.293924,0.7796881247501,0.018207,-22.2437,0.8432
6478,5.0,27.5,-0.0784402,0.7796881247501,-0.0585091,-1.09631,-0.0571019
886,9.0,-22.5,0.261353,0.7796881247501,-0.310408,-22.6402,0.802182
6012,-4.0,23.5,0.0909441,0.7796881247501,0.144312,-2.49521,-0.253044
3721,-1.5,3.0,-0.0777918,0.7796881247501,0.529392,-10.3449,0.241408
4006,1.0,5.5,-0.0742558,0.7796881247501,0.623112,-9.61587,0.218754
1649,-1.5,-15.5,-0.290911,0.7796881247501,-0.490335,-19.4762,0.772874
1210,3.0,-19.5,-0.124584,0.7796881247501,-0.361046,-21.1002,0.821677
2335,5.5,-9.5,-0.161237,0.7796881247501,-1.04502,-17.3846,0.736215
3344,6.0,-0.5,-0.169658,0.7796881247501,-0.434985,-13.8013,0.596074
2163,3.5,-11.0,-0.192822,0.7796881247501,-0.914732,-17.744,0.727374
798,-7.0,-23.0,-0.238046,0.7796881247501,0.156732,-23.2056,0.812264
1479,-2.5,-17.0,-0.305189,0.7796881247501,-0.325911,-20.249,0.797154
6019,-0.5,23.5,-0.0131361,0.7796881247501,0.0880658,-2.55369,-0.155292
651,3.5,-24.5,0.0797079,0.7796881247501,-0.100165,-22.9813,0.753442
868,-7.27596e-11,-22.5,-0.156689,0.7796881247501,-0.129842,-22.2624,0.807713
3174,5.0,-2.0,-0.166361,0.7796881247501,-0.591518,-14.1859,0.583287
1238,-11.0,-19.0,-0.409043,0.7796881247501,0.520207,-23.3816,0.959763
3569,6.5,1.5,-0.18166,0.7796881247501,-0.069427,-13.0682,0.414897
362,-1.0,-27.0,0.0847297,0.7796881247501,0.021164,-23.9214,0.678405
1087,-2.5,-20.5,-0.262611,0.7796881247501,-0.121783,-21.642,0.825282
6061,-7.5,24.0,0.214564,0.7796881247501,0.182813,-2.17768,-0.312827
1999,5.5,-12.5,-0.141763,0.7796881247501,-0.911358,-18.5724,0.778731
5163,-8.5,16.0,0.286076,0.7796881247501,0.625873,-4.48865,-0.256662
6113,-9.5,24.5,0.27667,0.7796881247501,0.207792,-1.91677,-0.373983
3283,3.5,-1.0,-0.167924,0.7796881247501,-0.311658,-13.2496,0.468571
373,4.5,-27.0,0.339774,0.7796881247501,-0.0296461,-23.9321,0.636664
1473,-5.5,-17.0,-0.367307,0.7796881247501,-0.0928043,-20.8967,0.856152
5875,11.5,22.0,-0.0512889,0.7796881247501,-0.180634,-1.919,0.175741
1585,-5.5,-16.0,-0.377494,0.7796881247501,-0.201576,-20.567,0.832138
2844,8.0,-5.0,-0.157743,0.7796881247501,-1.1931,-16.3327,0.798385
5494,-11.0,19.0,0.409723,0.7796881247501,0.505445,-3.4299,-0.402343
2264,-2.0,-10.0,-0.289602,0.7796881247501,-0.771599,-16.9029,0.607892
6574,-3.0,28.5,-0.0374772,0.7796881247501,0.036389,-0.953885,-0.180217
2851,11.5,-5.0,-0.147012,0.7796881247501,-1.42969,-17.1648,0.934675
